key,group_size,index,english,garo,category,notes
"our",4,3449,"Our","Chingni","uncategorized","variant/AMBIGUOUS/HIGH"
"our",4,3450,"Our","Na·ching·ni","uncategorized","variant/AMBIGUOUS/HIGH"
"we",2,3039,"we","Anga·mang","general",""
"we",2,6995,"We","an·ching","uncategorized","VERIFIED/HIGH/doc7"
"food",2,3041,"food","Mi","food",""
"food",2,6800,"Food","al·a","food","VERIFIED/HIGH/doc7"
"understand",2,3043,"understand","Ui·a","general",""
"understand",2,6526,"understand","hai··a","uncategorized","UNVERIFIED/HIGH"
"family",4,3044,"family","Nokma","family",""
"family",4,4682,"family","ha··ma","family","UNVERIFIED/HIGH v:nok / po-ri-bar"
"family",4,4683,"family","nok","family","variant/UNVERIFIED/HIGH"
"family",4,4684,"family","po·ri·bar","family","variant/UNVERIFIED/HIGH"
"are you busy?",3,3074,"Are you busy?","Jakchakjaengama?","phrases","AMBIGUOUS/HIGH v:Jakchakjaengama / jakchakja·ongama? / Jakchakja·ongama?"
"are you busy?",3,3075,"Are you busy?","Jakchakjaengama","phrases","variant/AMBIGUOUS/HIGH"
"are you busy?",3,3076,"Are you busy?","jakchakja·ongama?","phrases","variant/AMBIGUOUS/HIGH"
"present",3,3497,"Present","Donga","uncategorized","AMBIGUOUS/MEDIUM v:Da·o ong·enggipa / Dongenggipa"
"present",3,3498,"Present","Da·o ong·enggipa","uncategorized","variant/AMBIGUOUS/MEDIUM"
"present",3,3499,"Present","Dongenggipa","uncategorized","variant/AMBIGUOUS/MEDIUM"
"pussy",2,3511,"Pussy","Sie","uncategorized","AMBIGUOUS/MEDIUM v:Sisi"
"pussy",2,3512,"Pussy","Sisi","uncategorized","variant/AMBIGUOUS/MEDIUM"
"sex",2,3552,"Sex","Bima bipa ra·ani","uncategorized","AMBIGUOUS/MEDIUM v:Jua"
"sex",2,3553,"Sex","Jua","uncategorized","variant/AMBIGUOUS/MEDIUM"
"vagina",3,3698,"Vagina","Sepak","uncategorized","AMBIGUOUS/HIGH v:Si'i / Si.i akol"
"vagina",3,3699,"Vagina","Si'i","uncategorized","variant/AMBIGUOUS/HIGH"
"vagina",3,3700,"Vagina","Si.i akol","uncategorized","variant/AMBIGUOUS/HIGH"
"why do you laugh?",2,3720,"Why do you laugh?","Maina na·a ka·dinga?","phrases","VERIFIED/HIGH v:Maina (na·a) ka·dinga?"
"why do you laugh?",2,3721,"Why do you laugh?","Maina (na·a) ka·dinga?","phrases","variant/VERIFIED/HIGH"
"abbreviated",3,3748,"abbreviated","tong··kap·a","uncategorized","UNVERIFIED/HIGH v:-kim-bak- / tong·-tang-ga-tang"
"abbreviated",3,3749,"abbreviated","·kim·bak·","uncategorized","variant/UNVERIFIED/HIGH"
"abbreviated",3,3750,"abbreviated","tong··tang·ga·tang","uncategorized","variant/UNVERIFIED/HIGH"
"able",2,3751,"able","ham·sok·a","uncategorized","UNVERIFIED/HIGH v:man·-a"
"able",2,3752,"able","man··a","uncategorized","variant/UNVERIFIED/HIGH"
"accuse",2,3758,"accuse","a·mut·a","uncategorized","UNVERIFIED/HIGH v:pot-a"
"accuse",2,3759,"accuse","pot·a","uncategorized","variant/UNVERIFIED/HIGH"
"adolescent",3,3770,"adolescent","dil·ding bal··jak","education","UNVERIFIED/HIGH v:me·-tra / no-mil"
"adolescent",3,3771,"adolescent","me··tra","education","variant/UNVERIFIED/HIGH"
"adolescent",3,3772,"adolescent","no·mil","education","variant/UNVERIFIED/HIGH"
"afraid",2,3778,"afraid","han··srik·han··srik","uncategorized","UNVERIFIED/HIGH v:ken-a"
"afraid",2,3779,"afraid","ken·a","uncategorized","variant/UNVERIFIED/HIGH"
"ago",3,3785,"ago","a·ge","uncategorized","UNVERIFIED/HIGH v:cheng-o / skang"
"ago",3,3786,"ago","cheng·o","uncategorized","variant/UNVERIFIED/HIGH"
"ago",3,3787,"ago","skang","uncategorized","variant/UNVERIFIED/HIGH"
"agreement",2,3788,"agreement","chuk·ti","uncategorized","UNVERIFIED/HIGH v:mi-mang-sa"
"agreement",2,3789,"agreement","mi·mang·sa","uncategorized","variant/UNVERIFIED/HIGH"
"all day",2,3793,"all day","sal·prak","uncategorized","UNVERIFIED/HIGH v:sal-si-si"
"all day",2,3794,"all day","sal·si·si","uncategorized","variant/UNVERIFIED/HIGH"
"almost",4,3796,"almost","dak·ri","uncategorized","UNVERIFIED/HIGH v:ham·-a / nam-hang / prai"
"almost",4,3797,"almost","ham··a","uncategorized","variant/UNVERIFIED/HIGH"
"almost",4,3798,"almost","nam·hang","uncategorized","variant/UNVERIFIED/HIGH"
"almost",4,3799,"almost","prai","uncategorized","variant/UNVERIFIED/HIGH"
"altar",3,3801,"altar","be·di","church","UNVERIFIED/HIGH v:ga-mi-pong / sam-ba-si-a"
"altar",3,3802,"altar","ga·mi·pong","church","variant/UNVERIFIED/HIGH"
"altar",3,3803,"altar","sam·ba·si·a","church","variant/UNVERIFIED/HIGH"
"angry",3,3807,"angry","bi·ka so·a","uncategorized","UNVERIFIED/HIGH v:hel·-hel / ka·-o-nang-a"
"angry",3,3808,"angry","hel··hel","uncategorized","variant/UNVERIFIED/HIGH"
"angry",3,3809,"angry","ka··o·nang·a","uncategorized","variant/UNVERIFIED/HIGH"
"animals",2,3810,"animals","do·omat","uncategorized","UNVERIFIED/HIGH v:mang-"
"animals",2,3811,"animals","mang·","uncategorized","variant/UNVERIFIED/HIGH"
"animals wild",2,3812,"animals wild","mat·bring","animals","UNVERIFIED/HIGH v:mat-cha mak-bil"
"animals wild",2,3813,"animals wild","mat·cha mak·bil","animals","variant/UNVERIFIED/HIGH"
"annoy",3,3817,"annoy","bot·a","uncategorized","UNVERIFIED/HIGH v:mang-kal-a / mang-meng-dil-a"
"annoy",3,3818,"annoy","mang·kal·a","uncategorized","variant/UNVERIFIED/HIGH"
"annoy",3,3819,"annoy","mang·meng·dil·a","uncategorized","variant/UNVERIFIED/HIGH"
"another",2,3822,"another","a·git·cha","uncategorized","UNVERIFIED/HIGH v:gip-in"
"another",2,3823,"another","gip·in","uncategorized","variant/UNVERIFIED/HIGH"
"appear",3,3830,"appear","na·a","uncategorized","UNVERIFIED/HIGH v:nik-a / ong·-kat-a"
"appear",3,3831,"appear","nik·a","uncategorized","variant/UNVERIFIED/HIGH"
"appear",3,3832,"appear","ong··kat·a","uncategorized","variant/UNVERIFIED/HIGH"
"apportion",2,3834,"apportion","ma··at·a","uncategorized","UNVERIFIED/HIGH v:su-al-a"
"apportion",2,3835,"apportion","su·al·a","uncategorized","variant/UNVERIFIED/HIGH"
"appropriate",2,3836,"appropriate","ke··a","uncategorized","UNVERIFIED/HIGH v:kra-a"
"appropriate",2,3837,"appropriate","kra·a","uncategorized","variant/UNVERIFIED/HIGH"
"attach",3,3854,"attach","chap·a","uncategorized","UNVERIFIED/HIGH v:pa·-a / rit-chu-a"
"attach",3,3855,"attach","pa··a","uncategorized","variant/UNVERIFIED/HIGH"
"attach",3,3856,"attach","rit·chu·a","uncategorized","variant/UNVERIFIED/HIGH"
"attract",2,3860,"attract","mal·et·a","uncategorized","UNVERIFIED/HIGH v:mong·-a"
"attract",2,3861,"attract","mong··a","uncategorized","variant/UNVERIFIED/HIGH"
"avoid",2,3867,"avoid","eng·ki·a","uncategorized","UNVERIFIED/HIGH v:gel-a"
"avoid",2,3868,"avoid","gel·a","uncategorized","variant/UNVERIFIED/HIGH"
"awake",2,3869,"awake","mik·gil rak·a","uncategorized","UNVERIFIED/HIGH v:mik-gil-ak-a"
"awake",2,3870,"awake","mik·gil·ak·a","uncategorized","variant/UNVERIFIED/HIGH"
"baby",3,3871,"baby","a·wa git·chak","uncategorized","UNVERIFIED/HIGH v:a-wa / gen-da"
"baby",3,3872,"baby","a·wa","uncategorized","variant/UNVERIFIED/HIGH"
"baby",3,3873,"baby","gen·da","uncategorized","variant/UNVERIFIED/HIGH"
"back and forth",2,3876,"back and forth","ru·ra·ga·ra","phrases","UNVERIFIED/HIGH v:ru-rat-ru-rat"
"back and forth",2,3877,"back and forth","ru·rat·ru·rat","phrases","variant/UNVERIFIED/HIGH"
"bait",2,3881,"bait","a·dal","uncategorized","UNVERIFIED/HIGH v:du·-a"
"bait",2,3882,"bait","du··a","uncategorized","variant/UNVERIFIED/HIGH"
"bald",2,3883,"bald","chi·kil·ang·a","uncategorized","UNVERIFIED/HIGH v:ko-ka-rok"
"bald",2,3884,"bald","ko·ka·rok","uncategorized","variant/UNVERIFIED/HIGH"
"bank",3,3891,"bank","chi·rik·ing","business","UNVERIFIED/HIGH v:chi-sam / rik-ong"
"bank",3,3892,"bank","chi·sam","business","variant/UNVERIFIED/HIGH"
"bank",3,3893,"bank","rik·ong","business","variant/UNVERIFIED/HIGH"
"basket",2,3903,"basket","kok","uncategorized","UNVERIFIED/HIGH v:to-ra"
"basket",2,3904,"basket","to·ra","uncategorized","variant/UNVERIFIED/HIGH"
"bathe",2,3905,"bathe","ha·bu·a","uncategorized","UNVERIFIED/HIGH v:ha-bu-dil-a"
"bathe",2,3906,"bathe","ha·bu·dil·a","uncategorized","variant/UNVERIFIED/HIGH"
"beam",2,3909,"beam","bil·bang","uncategorized","UNVERIFIED/HIGH v:pak-ri"
"beam",2,3910,"beam","pak·ri","uncategorized","variant/UNVERIFIED/HIGH"
"beans",2,3911,"beans","bil··ik","uncategorized","UNVERIFIED/HIGH v:ka·-rek"
"beans",2,3912,"beans","ka··rek","uncategorized","variant/UNVERIFIED/HIGH"
"beetle",2,3922,"beetle","gan·di","uncategorized","UNVERIFIED/HIGH v:ki·-bit-bit"
"beetle",2,3923,"beetle","ki··bit·bit","uncategorized","variant/UNVERIFIED/HIGH"
"believe",2,3931,"believe","be·be ra··a","uncategorized","UNVERIFIED/HIGH v:chan-chi-a"
"believe",2,3932,"believe","chan·chi·a","uncategorized","variant/UNVERIFIED/HIGH"
"bell",2,3933,"bell","bel","uncategorized","UNVERIFIED/HIGH v:gon-ta"
"bell",2,3934,"bell","gon·ta","uncategorized","variant/UNVERIFIED/HIGH"
"bench",2,3938,"bench","brens","uncategorized","UNVERIFIED/HIGH v:hai-brens"
"bench",2,3939,"bench","hai·brens","uncategorized","variant/UNVERIFIED/HIGH"
"bent",3,3943,"bent","gong·ge·a","uncategorized","UNVERIFIED/HIGH v:-gok- / kong·-krot-a"
"bent",3,3944,"bent","·gok·","uncategorized","variant/UNVERIFIED/HIGH"
"bent",3,3945,"bent","kong··krot·a","uncategorized","variant/UNVERIFIED/HIGH"
"bird coop",2,3950,"bird coop","chi·dik","animals","UNVERIFIED/HIGH v:do·ochi-dik"
"bird coop",2,3951,"bird coop","do·ochi·dik","animals","variant/UNVERIFIED/HIGH"
"birth",2,3952,"birth","ba··a","health","UNVERIFIED/HIGH v:jon-mo"
"birth",2,3953,"birth","jon·mo","health","variant/UNVERIFIED/HIGH"
"bite",2,3957,"bite","chik·a","uncategorized","UNVERIFIED/HIGH v:chik-ku-rak-a"
"bite",2,3958,"bite","chik·ku·rak·a","uncategorized","variant/UNVERIFIED/HIGH"
"blackish",2,3961,"blackish","gi·sim·mrang·mrang","uncategorized","UNVERIFIED/HIGH v:sim-rik-a"
"blackish",2,3962,"blackish","sim·rik·a","uncategorized","variant/UNVERIFIED/HIGH"
"bland",2,3964,"bland","chi·brek·a","uncategorized","UNVERIFIED/HIGH v:-brok-"
"bland",2,3965,"bland","·brok·","uncategorized","variant/UNVERIFIED/HIGH"
"blanket",3,3966,"blanket","ket·ta","uncategorized","UNVERIFIED/HIGH v:kom-bol / lep"
"blanket",3,3967,"blanket","kom·bol","uncategorized","variant/UNVERIFIED/HIGH"
"blanket",3,3968,"blanket","lep","uncategorized","variant/UNVERIFIED/HIGH"
"blink",2,3971,"blink","mik·kem·a","uncategorized","UNVERIFIED/HIGH v:mik-rep-rep-a"
"blink",2,3972,"blink","mik·rep·rep·a","uncategorized","variant/UNVERIFIED/HIGH"
"blinking",2,3973,"blinking","mik·chip·mik·kem","uncategorized","UNVERIFIED/HIGH v:rem-rem-a"
"blinking",2,3974,"blinking","rem·rem·a","uncategorized","variant/UNVERIFIED/HIGH"
"block",2,3977,"block","beng··a","uncategorized","UNVERIFIED/HIGH v:peng·-a"
"block",2,3978,"block","peng··a","uncategorized","variant/UNVERIFIED/HIGH"
"block the way",2,3979,"block the way","chang·a","travel","UNVERIFIED/HIGH v:dong-peng-a"
"block the way",2,3980,"block the way","dong·peng·a","travel","variant/UNVERIFIED/HIGH"
"blow",3,3984,"blow","sik·a","uncategorized","UNVERIFIED/HIGH v:sip-prong-a / spo-a"
"blow",3,3985,"blow","sip·prong·a","uncategorized","variant/UNVERIFIED/HIGH"
"blow",3,3986,"blow","spo·a","uncategorized","variant/UNVERIFIED/HIGH"
"boastful",2,3993,"boastful","dal··a·sot·sot","uncategorized","UNVERIFIED/HIGH v:ra-song-si-si dak-a"
"boastful",2,3994,"boastful","ra·song·si·si dak·a","uncategorized","variant/UNVERIFIED/HIGH"
"body",3,3995,"body","be··en","health","UNVERIFIED/HIGH v:bi-mang / han·-"
"body",3,3996,"body","bi·mang","health","variant/UNVERIFIED/HIGH"
"body",3,3997,"body","han··","health","variant/UNVERIFIED/HIGH"
"border",2,3999,"border","rik·ing","uncategorized","UNVERIFIED/HIGH v:rik-ong"
"border",2,4000,"border","rik·ong","uncategorized","variant/UNVERIFIED/HIGH"
"borrow",3,4004,"borrow","jin·ang","uncategorized","UNVERIFIED/HIGH v:ra·-a / sro-a"
"borrow",3,4005,"borrow","ra··a","uncategorized","variant/UNVERIFIED/HIGH"
"borrow",3,4006,"borrow","sro·a","uncategorized","variant/UNVERIFIED/HIGH"
"bounce",2,4011,"bounce","jik·jik·a","uncategorized","UNVERIFIED/HIGH v:jok-jok-a"
"bounce",2,4012,"bounce","jok·jok·a","uncategorized","variant/UNVERIFIED/HIGH"
"bowl",3,4013,"bowl","ba·ti","uncategorized","UNVERIFIED/HIGH v:cha-ri / ga-bil-a"
"bowl",3,4014,"bowl","cha·ri","uncategorized","variant/UNVERIFIED/HIGH"
"bowl",3,4015,"bowl","ga·bil·a","uncategorized","variant/UNVERIFIED/HIGH"
"bracelet",2,4018,"bracelet","san·tok","uncategorized","UNVERIFIED/HIGH v:sang-gong"
"bracelet",2,4019,"bracelet","sang·gong","uncategorized","variant/UNVERIFIED/HIGH"
"braid",2,4020,"braid","be·ni","uncategorized","UNVERIFIED/HIGH v:sak-a"
"braid",2,4021,"braid","sak·a","uncategorized","variant/UNVERIFIED/HIGH"
"branch",2,4023,"branch","bi·pek","uncategorized","UNVERIFIED/HIGH v:bol-dail"
"branch",2,4024,"branch","bol·dail","uncategorized","variant/UNVERIFIED/HIGH"
"brand",2,4025,"brand","hul·a","uncategorized","UNVERIFIED/HIGH v:wal·-jem"
"brand",2,4026,"brand","wal··jem","uncategorized","variant/UNVERIFIED/HIGH"
"break",4,4028,"break","be··a","uncategorized","UNVERIFIED/HIGH v:be·-tong-a / chot-a / pe·-a"
"break",4,4029,"break","be··tong·a","uncategorized","variant/UNVERIFIED/HIGH"
"break",4,4030,"break","chot·a","uncategorized","variant/UNVERIFIED/HIGH"
"break",4,4031,"break","pe··a","uncategorized","variant/UNVERIFIED/HIGH"
"breast",2,4034,"breast","sok","uncategorized","UNVERIFIED/HIGH v:sok-me"
"breast",2,4035,"breast","sok·me","uncategorized","variant/UNVERIFIED/HIGH"
"breeze",2,4039,"breeze","bal·si·ri·a","uncategorized","UNVERIFIED/HIGH v:bal-wa"
"breeze",2,4040,"breeze","bal·wa","uncategorized","variant/UNVERIFIED/HIGH"
"bring",3,4049,"bring","ra··a","uncategorized","UNVERIFIED/HIGH v:ra·-ba-a / rim-a"
"bring",3,4050,"bring","ra··ba·a","uncategorized","variant/UNVERIFIED/HIGH"
"bring",3,4051,"bring","rim·a","uncategorized","variant/UNVERIFIED/HIGH"
"brother",2,4059,"brother","da·da","family","UNVERIFIED/HIGH v:jo-jong"
"brother",2,4060,"brother","jo·jong","family","variant/UNVERIFIED/HIGH"
"brother in law",2,4061,"brother in law","bo·ning","family","UNVERIFIED/HIGH v:gu-me"
"brother in law",2,4062,"brother in law","gu·me","family","variant/UNVERIFIED/HIGH"
"brother-in-law",2,4065,"brother-in-law","ang·sa·du","uncategorized","UNVERIFIED/HIGH v:(WiSiHu) sa-du"
"brother-in-law",2,4066,"brother-in-law","(WiSiHu) sa·du","uncategorized","variant/UNVERIFIED/HIGH"
"build",4,4073,"build","ba·nai·a","uncategorized","UNVERIFIED/HIGH v:dim·-a / gat-a / rik-a"
"build",4,4074,"build","dim··a","uncategorized","variant/UNVERIFIED/HIGH"
"build",4,4075,"build","gat·a","uncategorized","variant/UNVERIFIED/HIGH"
"build",4,4076,"build","rik·a","uncategorized","variant/UNVERIFIED/HIGH"
"bump",3,4081,"bump","cha·dat·a","uncategorized","UNVERIFIED/HIGH v:gi-ro / nang-a"
"bump",3,4082,"bump","gi·ro","uncategorized","variant/UNVERIFIED/HIGH"
"bump",3,4083,"bump","nang·a","uncategorized","variant/UNVERIFIED/HIGH"
"burn",3,4086,"burn","kam·a","uncategorized","UNVERIFIED/HIGH v:si-sa-a / so·-a"
"burn",3,4087,"burn","si·sa·a","uncategorized","variant/UNVERIFIED/HIGH"
"burn",3,4088,"burn","so··a","uncategorized","variant/UNVERIFIED/HIGH"
"burrs",2,4094,"burrs","sam·tak·a·ri","uncategorized","UNVERIFIED/HIGH v:sam-ti"
"burrs",2,4095,"burrs","sam·ti","uncategorized","variant/UNVERIFIED/HIGH"
"burst",2,4096,"burst","bret·a","uncategorized","UNVERIFIED/HIGH v:pret-a"
"burst",2,4097,"burst","pret·a","uncategorized","variant/UNVERIFIED/HIGH"
"bury",4,4098,"bury","dap·a","uncategorized","UNVERIFIED/HIGH v:dap-ket-a / dap-pu-a / ha·-dap-a"
"bury",4,4099,"bury","dap·ket·a","uncategorized","variant/UNVERIFIED/HIGH"
"bury",4,4100,"bury","dap·pu·a","uncategorized","variant/UNVERIFIED/HIGH"
"bury",4,4101,"bury","ha··dap·a","uncategorized","variant/UNVERIFIED/HIGH"
"bus",2,4102,"bus","bas","travel","UNVERIFIED/HIGH v:ga-ri"
"bus",2,4103,"bus","ga·ri","travel","variant/UNVERIFIED/HIGH"
"calf",2,4112,"calf","ba·sur","animals","UNVERIFIED/HIGH v:ma·-su gen-da"
"calf",2,4113,"calf","ma··su gen·da","animals","variant/UNVERIFIED/HIGH"
"call",4,4114,"call","don·a","uncategorized","UNVERIFIED/HIGH v:ming-a / ok-gam-a / pe·-a"
"call",4,4115,"call","ming·a","uncategorized","variant/UNVERIFIED/HIGH"
"call",4,4116,"call","ok·gam·a","uncategorized","variant/UNVERIFIED/HIGH"
"call",4,4117,"call","pe··a","uncategorized","variant/UNVERIFIED/HIGH"
"calm",2,4119,"calm","ka··sin·a","uncategorized","UNVERIFIED/HIGH v:tom·-tom-a"
"calm",2,4120,"calm","tom··tom·a","uncategorized","variant/UNVERIFIED/HIGH"
"cane",2,4124,"cane","ko·a","uncategorized","UNVERIFIED/HIGH v:re"
"cane",2,4125,"cane","re","uncategorized","variant/UNVERIFIED/HIGH"
"capture",2,4131,"capture","rim··a","uncategorized","UNVERIFIED/HIGH v:sik-a"
"capture",2,4132,"capture","sik·a","uncategorized","variant/UNVERIFIED/HIGH"
"care for",4,4135,"care for","ba··rik·a","uncategorized","UNVERIFIED/HIGH v:dong-dil-a / jil-a / mit-tang-a"
"care for",4,4136,"care for","dong·dil·a","uncategorized","variant/UNVERIFIED/HIGH"
"care for",4,4137,"care for","jil·a","uncategorized","variant/UNVERIFIED/HIGH"
"care for",4,4138,"care for","mit·tang·a","uncategorized","variant/UNVERIFIED/HIGH"
"carelessly",4,4140,"carelessly","a·gan·bing·bang·a","uncategorized","UNVERIFIED/HIGH v:-gal-gal- / bing-bang / chik-chik-chrak-chrak"
"carelessly",4,4141,"carelessly","·gal·gal·","uncategorized","variant/UNVERIFIED/HIGH"
"carelessly",4,4142,"carelessly","bing·bang","uncategorized","variant/UNVERIFIED/HIGH"
"carelessly",4,4143,"carelessly","chik·chik·chrak·chrak","uncategorized","variant/UNVERIFIED/HIGH"
"carry",3,4144,"carry","de··tom·a","uncategorized","UNVERIFIED/HIGH v:de·-tom-brot-a / gat-a"
"carry",3,4145,"carry","de··tom·brot·a","uncategorized","variant/UNVERIFIED/HIGH"
"carry",3,4146,"carry","gat·a","uncategorized","variant/UNVERIFIED/HIGH"
"carve",4,4156,"carve","bik·a","uncategorized","UNVERIFIED/HIGH v:sik-sik-a / sol·-a / tak-a"
"carve",4,4157,"carve","sik·sik·a","uncategorized","variant/UNVERIFIED/HIGH"
"carve",4,4158,"carve","sol··a","uncategorized","variant/UNVERIFIED/HIGH"
"carve",4,4159,"carve","tak·a","uncategorized","variant/UNVERIFIED/HIGH"
"catch up",2,4165,"catch up","kat·srap·a","uncategorized","UNVERIFIED/HIGH v:srap-a"
"catch up",2,4166,"catch up","srap·a","uncategorized","variant/UNVERIFIED/HIGH"
"caterpillar",3,4167,"caterpillar","jong··sip·in","uncategorized","UNVERIFIED/HIGH v:jong·-su / mang-tip"
"caterpillar",3,4168,"caterpillar","jong··su","uncategorized","variant/UNVERIFIED/HIGH"
"caterpillar",3,4169,"caterpillar","mang·tip","uncategorized","variant/UNVERIFIED/HIGH"
"cattle",2,4170,"cattle","ma··su","uncategorized","UNVERIFIED/HIGH v:ma·-su mat-ti"
"cattle",2,4171,"cattle","ma··su mat·ti","uncategorized","variant/UNVERIFIED/HIGH"
"centipede",2,4175,"centipede","mang·gu·ak","uncategorized","UNVERIFIED/HIGH v:sin-a-ru"
"centipede",2,4176,"centipede","sin·a·ru","uncategorized","variant/UNVERIFIED/HIGH"
"channel",2,4183,"channel","chi·ret","uncategorized","UNVERIFIED/HIGH v:dren"
