key,group_size,index,english,garo,category,notes
"dance",4,4420,"dance","ro·a","uncategorized","variant/UNVERIFIED/HIGH"
"daughter in law",2,4429,"daughter in law","bo","family","UNVERIFIED/HIGH v:nam-chik"
"daughter in law",2,4430,"daughter in law","nam·chik","family","variant/UNVERIFIED/HIGH"
"dazzled",2,4432,"dazzled","mik·brap·a","uncategorized","UNVERIFIED/HIGH v:mik-dat-a"
"dazzled",2,4433,"dazzled","mik·dat·a","uncategorized","variant/UNVERIFIED/HIGH"
"defecate",2,4440,"defecate","ke··em·a","uncategorized","UNVERIFIED/HIGH v:ki·-a"
"defecate",2,4441,"defecate","ki··a","uncategorized","variant/UNVERIFIED/HIGH"
"defend",3,4442,"defend","kreng·chak·a","uncategorized","UNVERIFIED/HIGH v:peng·-chak-a / wa-ra-chak-a"
"defend",3,4443,"defend","peng··chak·a","uncategorized","variant/UNVERIFIED/HIGH"
"defend",3,4444,"defend","wa·ra·chak·a","uncategorized","variant/UNVERIFIED/HIGH"
"deliver baby",2,4448,"deliver baby","han··o ra··a","uncategorized","UNVERIFIED/HIGH v:jak-o ra·-a"
"deliver baby",2,4449,"deliver baby","jak·o ra··a","uncategorized","variant/UNVERIFIED/HIGH"
"demand",2,4450,"demand","bok·a","uncategorized","UNVERIFIED/HIGH v:ham·-chrak-a"
"demand",2,4451,"demand","ham··chrak·a","uncategorized","variant/UNVERIFIED/HIGH"
"denomination",2,4452,"denomination","dor·mo","uncategorized","UNVERIFIED/HIGH v:to-rom"
"denomination",2,4453,"denomination","to·rom","uncategorized","variant/UNVERIFIED/HIGH"
"dense",2,4454,"dense","bol·grim","uncategorized","UNVERIFIED/HIGH v:gan·-chat-a"
"dense",2,4455,"dense","gan··chat·a","uncategorized","variant/UNVERIFIED/HIGH"
"deny",2,4458,"deny","bang·kang·a","uncategorized","UNVERIFIED/HIGH v:je-chak-a"
"deny",2,4459,"deny","je·chak·a","uncategorized","variant/UNVERIFIED/HIGH"
"desire",3,4460,"desire","ha··sik·a","uncategorized","UNVERIFIED/HIGH v:ham·-a / mik-bok-a"
"desire",3,4461,"desire","ham··a","uncategorized","variant/UNVERIFIED/HIGH"
"desire",3,4462,"desire","mik·bok·a","uncategorized","variant/UNVERIFIED/HIGH"
"diarrhea",2,4469,"diarrhea","bik·ma re··a","uncategorized","UNVERIFIED/HIGH v:ki·-brek-a"
"diarrhea",2,4470,"diarrhea","ki··brek·a","uncategorized","variant/UNVERIFIED/HIGH"
"different",3,4474,"different","al·a·da","uncategorized","UNVERIFIED/HIGH v:ding-dang / gip-in"
"different",3,4475,"different","ding·dang","uncategorized","variant/UNVERIFIED/HIGH"
"different",3,4476,"different","gip·in","uncategorized","variant/UNVERIFIED/HIGH"
"dig",4,4478,"dig","bak·a","uncategorized","UNVERIFIED/HIGH v:cho·-a / kit-a / kong-a"
"dig",4,4479,"dig","cho··a","uncategorized","variant/UNVERIFIED/HIGH"
"dig",4,4480,"dig","kit·a","uncategorized","variant/UNVERIFIED/HIGH"
"dig",4,4481,"dig","kong·a","uncategorized","variant/UNVERIFIED/HIGH"
"dike",2,4485,"dike","bat·ol","uncategorized","UNVERIFIED/HIGH v:hal-i"
"dike",2,4486,"dike","hal·i","uncategorized","variant/UNVERIFIED/HIGH"
"direct",2,4489,"direct","tong··tang","uncategorized","UNVERIFIED/HIGH v:-tong·-tang-"
"direct",2,4490,"direct","·tong··tang·","uncategorized","variant/UNVERIFIED/HIGH"
"dirt",2,4492,"dirt","ka·rang","uncategorized","UNVERIFIED/HIGH v:moi-la"
"dirt",2,4493,"dirt","moi·la","uncategorized","variant/UNVERIFIED/HIGH"
"discover",2,4498,"discover","bik·kot·a","uncategorized","UNVERIFIED/HIGH v:nik-man-a"
"discover",2,4499,"discover","nik·man·a","uncategorized","variant/UNVERIFIED/HIGH"
"discuss",3,4500,"discuss","al·ap·a","uncategorized","UNVERIFIED/HIGH v:ku·-chim-mong-a / ku·-mong-a"
"discuss",3,4501,"discuss","ku··chim·mong·a","uncategorized","variant/UNVERIFIED/HIGH"
"discuss",3,4502,"discuss","ku··mong·a","uncategorized","variant/UNVERIFIED/HIGH"
"disgust",2,4503,"disgust","mit·chi·a","uncategorized","UNVERIFIED/HIGH v:su-rek-su-chek"
"disgust",2,4504,"disgust","su·rek·su·chek","uncategorized","variant/UNVERIFIED/HIGH"
"dislike",3,4508,"dislike","eng·ki·a","uncategorized","UNVERIFIED/HIGH v:mik-neng-a / ni-na man·-ja"
"dislike",3,4509,"dislike","mik·neng·a","uncategorized","variant/UNVERIFIED/HIGH"
"dislike",3,4510,"dislike","ni·na man··ja","uncategorized","variant/UNVERIFIED/HIGH"
"disorderly",4,4513,"disorderly","chik·chik·chrak·chrak rip·ing·rip·ang","uncategorized","UNVERIFIED/HIGH v:rik-king-rik-king / rip-eng-dam-beng / rit-dang-ban-dang"
"disorderly",4,4514,"disorderly","rik·king·rik·king","uncategorized","variant/UNVERIFIED/HIGH"
"disorderly",4,4515,"disorderly","rip·eng·dam·beng","uncategorized","variant/UNVERIFIED/HIGH"
"disorderly",4,4516,"disorderly","rit·dang·ban·dang","uncategorized","variant/UNVERIFIED/HIGH"
"disturbed",2,4521,"disturbed","man··dik·a","uncategorized","UNVERIFIED/HIGH v:rim·-dang-a"
"disturbed",2,4522,"disturbed","rim··dang·a","uncategorized","variant/UNVERIFIED/HIGH"
"dive",2,4524,"dive","rip·a","uncategorized","UNVERIFIED/HIGH v:sap-a"
"dive",2,4525,"dive","sap·a","uncategorized","variant/UNVERIFIED/HIGH"
"divide",3,4526,"divide","bak on·et·a","uncategorized","UNVERIFIED/HIGH v:ma·-at-a / su-al-a"
"divide",3,4527,"divide","ma··at·a","uncategorized","variant/UNVERIFIED/HIGH"
"divide",3,4528,"divide","su·al·a","uncategorized","variant/UNVERIFIED/HIGH"
"divorce",4,4529,"divorce","gal·a","uncategorized","UNVERIFIED/HIGH v:gal-grik-a / ha·-wal / jik gal-a"
"divorce",4,4530,"divorce","gal·grik·a","uncategorized","variant/UNVERIFIED/HIGH"
"divorce",4,4531,"divorce","ha··wal","uncategorized","variant/UNVERIFIED/HIGH"
"divorce",4,4532,"divorce","jik gal·a","uncategorized","variant/UNVERIFIED/HIGH"
"do",2,4533,"do","dak·a","uncategorized","UNVERIFIED/HIGH v:ka·-a"
"do",2,4534,"do","ka··a","uncategorized","variant/UNVERIFIED/HIGH"
"done",3,4536,"done","bon··a","uncategorized","UNVERIFIED/HIGH v:mat-chot-a / ses"
"done",3,4537,"done","mat·chot·a","uncategorized","variant/UNVERIFIED/HIGH"
"done",3,4538,"done","ses","uncategorized","variant/UNVERIFIED/HIGH"
"dove",2,4542,"dove","do·ogu·gu","uncategorized","UNVERIFIED/HIGH v:do·oku-ru"
"dove",2,4543,"dove","do·oku·ru","uncategorized","variant/UNVERIFIED/HIGH"
"doze",3,4545,"doze","chu·stim·a","uncategorized","UNVERIFIED/HIGH v:mik-gil jom·-a / tu-stim-a"
"doze",3,4546,"doze","mik·gil jom··a","uncategorized","variant/UNVERIFIED/HIGH"
"doze",3,4547,"doze","tu·stim·a","uncategorized","variant/UNVERIFIED/HIGH"
"drive away",2,4560,"drive away","rik·a","uncategorized","UNVERIFIED/HIGH v:rik-pak-a"
"drive away",2,4561,"drive away","rik·pak·a","uncategorized","variant/UNVERIFIED/HIGH"
"drizzle",2,4562,"drizzle","bal·mik·a","uncategorized","UNVERIFIED/HIGH v:se·-em-se·-em"
"drizzle",2,4563,"drizzle","se··em·se··em","uncategorized","variant/UNVERIFIED/HIGH"
"drum",2,4566,"drum","da·ma","uncategorized","UNVERIFIED/HIGH v:kram"
"drum",2,4567,"drum","kram","uncategorized","variant/UNVERIFIED/HIGH"
"drunk",2,4568,"drunk","han cheng··a","uncategorized","UNVERIFIED/HIGH v:mik-mak-a"
"drunk",2,4569,"drunk","mik·mak·a","uncategorized","variant/UNVERIFIED/HIGH"
"dull",2,4572,"dull","cham··a","uncategorized","UNVERIFIED/HIGH v:chat-a"
"dull",2,4573,"dull","chat·a","uncategorized","variant/UNVERIFIED/HIGH"
"dung",3,4577,"dung","gu·bol","uncategorized","UNVERIFIED/HIGH v:ke·-em-a / ma·-su-ke·-em-a"
"dung",3,4578,"dung","ke··em·a","uncategorized","variant/UNVERIFIED/HIGH"
"dung",3,4579,"dung","ma··su·ke··em·a","uncategorized","variant/UNVERIFIED/HIGH"
"dust",2,4583,"dust","dul·a","uncategorized","UNVERIFIED/HIGH v:ha·-gin-dil-a"
"dust",2,4584,"dust","ha··gin·dil·a","uncategorized","variant/UNVERIFIED/HIGH"
"dwell",3,4586,"dwell","dong·a","uncategorized","UNVERIFIED/HIGH v:dong-chak-a / dong-dam-a"
"dwell",3,4587,"dwell","dong·chak·a","uncategorized","variant/UNVERIFIED/HIGH"
"dwell",3,4588,"dwell","dong·dam·a","uncategorized","variant/UNVERIFIED/HIGH"
"earth",4,4593,"earth","ha··","uncategorized","UNVERIFIED/HIGH v:ha·-gil-sak / ha·-mang"
"earth",4,4594,"earth","ha··gil·sak","uncategorized","variant/UNVERIFIED/HIGH"
"earth",4,4595,"earth","ha··mang","uncategorized","variant/UNVERIFIED/HIGH"
"earth",4,6780,"earth","a'gil·sak","nature","VERIFIED/HIGH/doc7"
"easy",2,4597,"easy","al·tu·a","uncategorized","UNVERIFIED/HIGH v:nom·-a"
"easy",2,4598,"easy","nom··a","uncategorized","variant/UNVERIFIED/HIGH"
"eclipse",2,4600,"eclipse","ja·min·ok·a","uncategorized","UNVERIFIED/HIGH v:sal min-ok-a"
"eclipse",2,4601,"eclipse","sal min·ok·a","uncategorized","variant/UNVERIFIED/HIGH"
"edge",4,4603,"edge","a··sam","uncategorized","UNVERIFIED/HIGH v:bi-wa / rik-ing / rik-ong"
"edge",4,4604,"edge","bi·wa","uncategorized","variant/UNVERIFIED/HIGH"
"edge",4,4605,"edge","rik·ing","uncategorized","variant/UNVERIFIED/HIGH"
"edge",4,4606,"edge","rik·ong","uncategorized","variant/UNVERIFIED/HIGH"
"enclose",2,4614,"enclose","grip·a","uncategorized","UNVERIFIED/HIGH v:ting-chang-a"
"enclose",2,4615,"enclose","ting·chang·a","uncategorized","variant/UNVERIFIED/HIGH"
"encourage",2,4616,"encourage","bu·jai·a","uncategorized","UNVERIFIED/HIGH v:mal-mok-a"
"encourage",2,4617,"encourage","mal·mok·a","uncategorized","variant/UNVERIFIED/HIGH"
"end",2,4618,"end","bi·chu","uncategorized","UNVERIFIED/HIGH v:ku·-mang"
"end",2,4619,"end","ku··mang","uncategorized","variant/UNVERIFIED/HIGH"
"endure",4,4620,"endure","bai·a","uncategorized","UNVERIFIED/HIGH v:chak-a / ham-chak-a / han·-chak-a"
"endure",4,4621,"endure","chak·a","uncategorized","variant/UNVERIFIED/HIGH"
"endure",4,4622,"endure","ham·chak·a","uncategorized","variant/UNVERIFIED/HIGH"
"endure",4,4623,"endure","han··chak·a","uncategorized","variant/UNVERIFIED/HIGH"
"enthusiastic",2,4625,"enthusiastic","gam gok·a","uncategorized","UNVERIFIED/HIGH v:gok-a"
"enthusiastic",2,4626,"enthusiastic","gok·a","uncategorized","variant/UNVERIFIED/HIGH"
"era",3,4629,"era","a·mul","uncategorized","UNVERIFIED/HIGH v:cha-song / tro"
"era",3,4630,"era","cha·song","uncategorized","variant/UNVERIFIED/HIGH"
"era",3,4631,"era","tro","uncategorized","variant/UNVERIFIED/HIGH"
"every",3,4635,"every","dim·dak","uncategorized","UNVERIFIED/HIGH v:gim-ik / rik-kit"
"every",3,4636,"every","gim·ik","uncategorized","variant/UNVERIFIED/HIGH"
"every",3,4637,"every","rik·kit","uncategorized","variant/UNVERIFIED/HIGH"
"everything",2,4638,"everything","rik·kit·rik·kit","uncategorized","UNVERIFIED/HIGH v:-tok-"
"everything",2,4639,"everything","·tok·","uncategorized","variant/UNVERIFIED/HIGH"
"exaggerate",2,4641,"exaggerate","ba·nai·e a·gan·ing·a","uncategorized","UNVERIFIED/HIGH v:bo·-dap-a"
"exaggerate",2,4642,"exaggerate","bo··dap·a","uncategorized","variant/UNVERIFIED/HIGH"
"exceed",2,4645,"exceed","ba·di·a","uncategorized","UNVERIFIED/HIGH v:bat-a"
"exceed",2,4646,"exceed","bat·a","uncategorized","variant/UNVERIFIED/HIGH"
"exchange",2,4650,"exchange","sre·a","uncategorized","UNVERIFIED/HIGH v:sre-grik-a"
"exchange",2,4651,"exchange","sre·grik·a","uncategorized","variant/UNVERIFIED/HIGH"
"expect",2,4655,"expect","hai··chak·a","uncategorized","UNVERIFIED/HIGH v:mik-sok-a"
"expect",2,4656,"expect","mik·sok·a","uncategorized","variant/UNVERIFIED/HIGH"
"explain",4,4659,"explain","a·gan·prak·a","uncategorized","UNVERIFIED/HIGH v:pe·-e a-gan-a / pe·-prak-e a-gan-a"
"explain",4,4660,"explain","pe··e a·gan·a","uncategorized","variant/UNVERIFIED/HIGH"
"explain",4,4661,"explain","pe··prak·e a·gan·a","uncategorized","variant/UNVERIFIED/HIGH"
"explain",4,7076,"explain","talate on·a","verbs","fix/verified"
"extinguish",2,4662,"extinguish","kim·it·a","uncategorized","UNVERIFIED/HIGH v:si-it-a"
"extinguish",2,4663,"extinguish","si·it·a","uncategorized","variant/UNVERIFIED/HIGH"
"fade",2,4671,"fade","bok·nel·a","uncategorized","UNVERIFIED/HIGH v:mik-brok-a"
"fade",2,4672,"fade","mik·brok·a","uncategorized","variant/UNVERIFIED/HIGH"
"fall",2,4675,"fall","ga··ak·a","uncategorized","UNVERIFIED/HIGH v:ru-rong-a"
"fall",2,4676,"fall","ru·rong·a","uncategorized","variant/UNVERIFIED/HIGH"
"fall down",2,4677,"fall down","git·chil·a","uncategorized","UNVERIFIED/HIGH v:go-jron-a"
"fall down",2,4678,"fall down","go·jron·a","uncategorized","variant/UNVERIFIED/HIGH"
"fan",2,4685,"fan","gi·jip","uncategorized","UNVERIFIED/HIGH v:jip-a"
"fan",2,4686,"fan","jip·a","uncategorized","variant/UNVERIFIED/HIGH"
"fat",4,4689,"fat","bel·dom·dom","uncategorized","UNVERIFIED/HIGH v:gop-ma-a / mil-a / mil-dam-bu-a"
"fat",4,4690,"fat","gop·ma·a","uncategorized","variant/UNVERIFIED/HIGH"
"fat",4,4691,"fat","mil·a","uncategorized","variant/UNVERIFIED/HIGH"
"fat",4,4692,"fat","mil·dam·bu·a","uncategorized","variant/UNVERIFIED/HIGH"
"fearless",2,4695,"fearless","ken·a gri","uncategorized","UNVERIFIED/HIGH v:pa·-a"
"fearless",2,4696,"fearless","pa··a","uncategorized","variant/UNVERIFIED/HIGH"
"feed",3,4697,"feed","al·du·a","uncategorized","UNVERIFIED/HIGH v:du·-a / kan-a"
"feed",3,4698,"feed","du··a","uncategorized","variant/UNVERIFIED/HIGH"
"feed",3,4699,"feed","kan·a","uncategorized","variant/UNVERIFIED/HIGH"
"feeding trough",2,4701,"feeding trough","ring·kong","uncategorized","UNVERIFIED/HIGH v:wak-ring-kong"
"feeding trough",2,4702,"feeding trough","wak·ring·kong","uncategorized","variant/UNVERIFIED/HIGH"
"fill",2,4710,"fill","bo·rai·a","uncategorized","UNVERIFIED/HIGH v:gap-et-a"
"fill",2,4711,"fill","gap·et·a","uncategorized","variant/UNVERIFIED/HIGH"
"filled",2,4712,"filled","dit·a","uncategorized","UNVERIFIED/HIGH v:sket-sket"
"filled",2,4713,"filled","sket·sket","uncategorized","variant/UNVERIFIED/HIGH"
"filter",4,4714,"filter","chek·a","uncategorized","UNVERIFIED/HIGH v:dit-a / geng-reng / ru-gek-a"
"filter",4,4715,"filter","dit·a","uncategorized","variant/UNVERIFIED/HIGH"
"filter",4,4716,"filter","geng·reng","uncategorized","variant/UNVERIFIED/HIGH"
"filter",4,4717,"filter","ru·gek·a","uncategorized","variant/UNVERIFIED/HIGH"
"finish",3,4726,"finish","bon··dil·a","uncategorized","UNVERIFIED/HIGH v:chon·-a / man·-a"
"finish",3,4727,"finish","chon··a","uncategorized","variant/UNVERIFIED/HIGH"
"finish",3,4728,"finish","man··a","uncategorized","variant/UNVERIFIED/HIGH"
"finished",4,4729,"finished","bon··a","uncategorized","UNVERIFIED/HIGH v:bon·-chot-a / mat-chot-a / ses"
"finished",4,4730,"finished","bon··chot·a","uncategorized","variant/UNVERIFIED/HIGH"
"finished",4,4731,"finished","mat·chot·a","uncategorized","variant/UNVERIFIED/HIGH"
"finished",4,4732,"finished","ses","uncategorized","variant/UNVERIFIED/HIGH"
"firebrand",2,4733,"firebrand","hul·a","uncategorized","UNVERIFIED/HIGH v:wal·-jem"
"firebrand",2,4734,"firebrand","wal··jem","uncategorized","variant/UNVERIFIED/HIGH"
"fireplace",2,4736,"fireplace","chan·kol","uncategorized","UNVERIFIED/HIGH v:cho-ka"
"fireplace",2,4737,"fireplace","cho·ka","uncategorized","variant/UNVERIFIED/HIGH"
"fish fork",2,4738,"fish fork","kus","food","UNVERIFIED/HIGH v:te-ta"
"fish fork",2,4739,"fish fork","te·ta","food","variant/UNVERIFIED/HIGH"
"fist",2,4743,"fist","jak·tom","uncategorized","UNVERIFIED/HIGH v:jak-tom-a"
"fist",2,4744,"fist","jak·tom·a","uncategorized","variant/UNVERIFIED/HIGH"
"fit",4,4745,"fit","chak·a","uncategorized","UNVERIFIED/HIGH v:dang·-a / jak-chak-a / tang·-rong-rang-a"
"fit",4,4746,"fit","dang··a","uncategorized","variant/UNVERIFIED/HIGH"
"fit",4,4747,"fit","jak·chak·a","uncategorized","variant/UNVERIFIED/HIGH"
"fit",4,4748,"fit","tang··rong·rang·a","uncategorized","variant/UNVERIFIED/HIGH"
"flapping",2,4755,"flapping","bil·jeng·jeng·a","uncategorized","UNVERIFIED/HIGH v:bil-pak-pak-a"
"flapping",2,4756,"flapping","bil·pak·pak·a","uncategorized","variant/UNVERIFIED/HIGH"
"flat",4,4759,"flat","chi·dep·a","uncategorized","UNVERIFIED/HIGH v:-dep- / pel-a / pel-deng-a"
"flat",4,4760,"flat","·dep·","uncategorized","variant/UNVERIFIED/HIGH"
"flat",4,4761,"flat","pel·a","uncategorized","variant/UNVERIFIED/HIGH"
"flat",4,4762,"flat","pel·deng·a","uncategorized","variant/UNVERIFIED/HIGH"
"flatten",3,4763,"flatten","chep·a","uncategorized","UNVERIFIED/HIGH v:dok-dep-a / ro·-op-a"
"flatten",3,4764,"flatten","dok·dep·a","uncategorized","variant/UNVERIFIED/HIGH"
"flatten",3,4765,"flatten","ro··op·a","uncategorized","variant/UNVERIFIED/HIGH"
"flicker",2,4767,"flicker","jing··jet·jing··jet","uncategorized","UNVERIFIED/HIGH v:ring-rang-ga-rang"
"flicker",2,4768,"flicker","ring·rang·ga·rang","uncategorized","variant/UNVERIFIED/HIGH"
"float",3,4771,"float","ba·sa·a","uncategorized","UNVERIFIED/HIGH v:bal-beng-a / bal-ju-ri-a"
"float",3,4772,"float","bal·beng·a","uncategorized","variant/UNVERIFIED/HIGH"
"float",3,4773,"float","bal·ju·ri·a","uncategorized","variant/UNVERIFIED/HIGH"
"flour",2,4774,"flour","a·ta","food","UNVERIFIED/HIGH v:gin-di"
"flour",2,4775,"flour","gin·di","food","variant/UNVERIFIED/HIGH"
"follow",4,4785,"follow","i··rik·a","uncategorized","UNVERIFIED/HIGH v:ja·-rik-a / ki·-sang-chak-a / rik-pa-a"
"follow",4,4786,"follow","ja··rik·a","uncategorized","variant/UNVERIFIED/HIGH"
"follow",4,4787,"follow","ki··sang·chak·a","uncategorized","variant/UNVERIFIED/HIGH"
"follow",4,4788,"follow","rik·pa·a","uncategorized","variant/UNVERIFIED/HIGH"
"fool around",3,4793,"fool around","kal··ak·a","uncategorized","UNVERIFIED/HIGH v:mang-kal-a / rong-kal-a"
"fool around",3,4794,"fool around","mang·kal·a","uncategorized","variant/UNVERIFIED/HIGH"
"fool around",3,4795,"fool around","rong·kal·a","uncategorized","variant/UNVERIFIED/HIGH"
"foot print",2,4799,"foot print","ja··gam","uncategorized","UNVERIFIED/HIGH v:ja·-kol"
"foot print",2,4800,"foot print","ja··kol","uncategorized","variant/UNVERIFIED/HIGH"
"forcefully",4,4803,"forcefully","dra·e","uncategorized","UNVERIFIED/HIGH v:-chrak- / -sek- / -tat-"
"forcefully",4,4804,"forcefully","·chrak·","uncategorized","variant/UNVERIFIED/HIGH"
"forcefully",4,4805,"forcefully","·sek·","uncategorized","variant/UNVERIFIED/HIGH"
"forcefully",4,4806,"forcefully","·tat·","uncategorized","variant/UNVERIFIED/HIGH"
"fork of tree",2,4813,"fork of tree","bol·pek·chrap","phrases","UNVERIFIED/HIGH v:gam-ra"
"fork of tree",2,4814,"fork of tree","gam·ra","phrases","variant/UNVERIFIED/HIGH"
"fortune",2,4815,"fortune","a·si","uncategorized","UNVERIFIED/HIGH v:ra-song"
"fortune",2,4816,"fortune","ra·song","uncategorized","variant/UNVERIFIED/HIGH"
"fragrant",2,4819,"fragrant","ging·si·mrang","uncategorized","UNVERIFIED/HIGH v:sim-il-a"
"fragrant",2,4820,"fragrant","sim·il·a","uncategorized","variant/UNVERIFIED/HIGH"
"gather",4,4840,"gather","cha·tip·tip·a","uncategorized","UNVERIFIED/HIGH v:chim-ong-a / kol-a / kol-am-a"
"gather",4,4841,"gather","chim·ong·a","uncategorized","variant/UNVERIFIED/HIGH"
"gather",4,4842,"gather","kol·a","uncategorized","variant/UNVERIFIED/HIGH"
"gather",4,4843,"gather","kol·am·a","uncategorized","variant/UNVERIFIED/HIGH"
"generation",2,4844,"generation","cha·song","uncategorized","UNVERIFIED/HIGH v:tro"
"generation",2,4845,"generation","tro","uncategorized","variant/UNVERIFIED/HIGH"
"genuine",2,4847,"genuine","a·dot","uncategorized","UNVERIFIED/HIGH v:chek-chek"
"genuine",2,4848,"genuine","chek·chek","uncategorized","variant/UNVERIFIED/HIGH"
"get",3,4849,"get","man··a","uncategorized","UNVERIFIED/HIGH v:ra·-a / sik-a"
"get",3,4850,"get","ra··a","uncategorized","variant/UNVERIFIED/HIGH"
"get",3,4851,"get","sik·a","uncategorized","variant/UNVERIFIED/HIGH"
"gnat",2,4865,"gnat","su··sam","uncategorized","UNVERIFIED/HIGH v:tam-pi-sim-ik"
"gnat",2,4866,"gnat","tam·pi·sim·ik","uncategorized","variant/UNVERIFIED/HIGH"
"go back",2,4867,"go back","i··ang·pil··a","uncategorized","UNVERIFIED/HIGH v:pil·-a"
"go back",2,4868,"go back","pil··a","uncategorized","variant/UNVERIFIED/HIGH"
"goose",2,4874,"goose","ga·gak·gang·si","uncategorized","UNVERIFIED/HIGH v:ra-ja-has"
"goose",2,4875,"goose","ra·ja·has","uncategorized","variant/UNVERIFIED/HIGH"
"grab",2,4879,"grab","rim··a","uncategorized","UNVERIFIED/HIGH v:sik-a"
"grab",2,4880,"grab","sik·a","uncategorized","variant/UNVERIFIED/HIGH"
"grass",2,4886,"grass","a·gal","uncategorized","UNVERIFIED/HIGH v:sam"
"grass",2,4887,"grass","sam","uncategorized","variant/UNVERIFIED/HIGH"
"groan",3,4895,"groan","chot·chot·a","uncategorized","UNVERIFIED/HIGH v:gek-gek-a / ma·-am-a"
"groan",3,4896,"groan","gek·gek·a","uncategorized","variant/UNVERIFIED/HIGH"
"groan",3,4897,"groan","ma··am·a","uncategorized","variant/UNVERIFIED/HIGH"
"grub",2,4904,"grub","bi·jong","uncategorized","UNVERIFIED/HIGH v:jong·-men"
"grub",2,4905,"grub","jong··men","uncategorized","variant/UNVERIFIED/HIGH"
"guard",3,4906,"guard","dong·tim·a","uncategorized","UNVERIFIED/HIGH v:gat / ni-rok-a"
"guard",3,4907,"guard","gat","uncategorized","variant/UNVERIFIED/HIGH"
"guard",3,4908,"guard","ni·rok·a","uncategorized","variant/UNVERIFIED/HIGH"
"guardian",2,4909,"guardian","dong·tim·gip·a","uncategorized","UNVERIFIED/HIGH v:gar-jen"
"guardian",2,4910,"guardian","gar·jen","uncategorized","variant/UNVERIFIED/HIGH"
"gun",3,4913,"gun","bon·duk","uncategorized","UNVERIFIED/HIGH v:chan-dal / sil-ai"
"gun",3,4914,"gun","chan·dal","uncategorized","variant/UNVERIFIED/HIGH"
"gun",3,4915,"gun","sil·ai","uncategorized","variant/UNVERIFIED/HIGH"
"hairless",2,4920,"hairless","ka·kil·ang","uncategorized","UNVERIFIED/HIGH v:ko-ka-rok"
"hairless",2,4921,"hairless","ko·ka·rok","uncategorized","variant/UNVERIFIED/HIGH"
"half way",2,4923,"half way","bik·bi·grik","numbers","UNVERIFIED/HIGH v:jang-chi"
"half way",2,4924,"half way","jang·chi","numbers","variant/UNVERIFIED/HIGH"
"handle",4,4926,"handle","bi·pong","uncategorized","UNVERIFIED/HIGH v:ga·-pong / rim·-a / rim·-chak-ra"
"handle",4,4927,"handle","ga··pong","uncategorized","variant/UNVERIFIED/HIGH"
"handle",4,4928,"handle","rim··a","uncategorized","variant/UNVERIFIED/HIGH"
"handle",4,4929,"handle","rim··chak·ra","uncategorized","variant/UNVERIFIED/HIGH"
"hang",4,4931,"hang","ding·de·a","uncategorized","UNVERIFIED/HIGH v:ka-ding-de-a / ring-ri-a / sring-a"
"hang",4,4932,"hang","ka·ding·de·a","uncategorized","variant/UNVERIFIED/HIGH"
"hang",4,4933,"hang","ring·ri·a","uncategorized","variant/UNVERIFIED/HIGH"
"hang",4,4934,"hang","sring·a","uncategorized","variant/UNVERIFIED/HIGH"
"headman",3,4946,"headman","mat·bor","uncategorized","UNVERIFIED/HIGH v:nok-ma / sko-tong"
"headman",3,4947,"headman","nok·ma","uncategorized","variant/UNVERIFIED/HIGH"
"headman",3,4948,"headman","sko·tong","uncategorized","variant/UNVERIFIED/HIGH"
"heavy",2,4952,"heavy","chrim·a","uncategorized","UNVERIFIED/HIGH v:je·-et-je·-et"
"heavy",2,4953,"heavy","je··et·je··et","uncategorized","variant/UNVERIFIED/HIGH"
"hide",3,4963,"hide","don·u·a","uncategorized","UNVERIFIED/HIGH v:kat-nap-a / nap-sik-a"
"hide",3,4964,"hide","kat·nap·a","uncategorized","variant/UNVERIFIED/HIGH"
"hide",3,4965,"hide","nap·sik·a","uncategorized","variant/UNVERIFIED/HIGH"
"hill",3,4969,"hill","ha··bri","travel","UNVERIFIED/HIGH v:ha·-chik / ha·-sak-a"
"hill",3,4970,"hill","ha··chik","travel","variant/UNVERIFIED/HIGH"
"hill",3,4971,"hill","ha··sak·a","travel","variant/UNVERIFIED/HIGH"
"hinder",2,4974,"hinder","chang·a","uncategorized","UNVERIFIED/HIGH v:peng·-a"
"hinder",2,4975,"hinder","peng··a","uncategorized","variant/UNVERIFIED/HIGH"
"hit",2,4976,"hit","dok·a","uncategorized","UNVERIFIED/HIGH v:nang-a"
"hit",2,4977,"hit","nang·a","uncategorized","variant/UNVERIFIED/HIGH"
"hoarse",3,4979,"hoarse","git·ok·srang·ja","uncategorized","UNVERIFIED/HIGH v:seo·-seo-e bol-a / su-del-a"
"hoarse",3,4980,"hoarse","seo··seo·e bol·a","uncategorized","variant/UNVERIFIED/HIGH"
"hoarse",3,4981,"hoarse","su·del·a","uncategorized","variant/UNVERIFIED/HIGH"
"hold",4,4982,"hold","ol·a","uncategorized","UNVERIFIED/HIGH v:rim·-a / sik-a / tom-a"
"hold",4,4983,"hold","rim··a","uncategorized","variant/UNVERIFIED/HIGH"
"hold",4,4984,"hold","sik·a","uncategorized","variant/UNVERIFIED/HIGH"
"hold",4,4985,"hold","tom·a","uncategorized","variant/UNVERIFIED/HIGH"
"hole",3,4987,"hole","ha··gop","uncategorized","UNVERIFIED/HIGH v:ha·-kil-ok / ha·-kol"
"hole",3,4988,"hole","ha··kil·ok","uncategorized","variant/UNVERIFIED/HIGH"
